

1;Bratislavský kraj;101;Bratislava;101;Bratislava I;528595;Bratislava - Staré Mesto;34;39187;24952;63,67;24931;99,91;24836;99,61
1;Bratislavský kraj;101;Bratislava;102;Bratislava II;529311;Bratislava - Podunajské Biskupice;20;20042;10378;51,78;10375;99,97;10271;98,99
1;Bratislavský kraj;101;Bratislava;102;Bratislava II;529320;Bratislava - Ružinov;70;66641;40628;60,96;40605;99,94;40452;99,62
1;Bratislavský kraj;101;Bratislava;102;Bratislava II;529338;Bratislava - Vrakuňa;19;17536;8954;51,06;8953;99,98;8916;99,58
1;Bratislavský kraj;101;Bratislava;103;Bratislava III;529346;Bratislava - Nové Mesto;45;35131;21726;61,84;21719;99,96;21629;99,58
1;Bratislavský kraj;101;Bratislava;103;Bratislava III;529354;Bratislava - Rača;18;19953;11768;58,97;11759;99,92;11710;99,58
1;Bratislavský kraj;101;Bratislava;103;Bratislava III;529362;Bratislava - Vajnory;5;4649;2877;61,88;2877;100;2863;99,51
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529401;Bratislava - Devín;2;1405;957;68,11;956;99,89;952;99,58
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529371;Bratislava - Devínska Nová Ves;14;14162;8244;58,21;8236;99,9;8205;99,62
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529389;Bratislava - Dúbravka;31;31278;17572;56,18;17567;99,97;17491;99,56
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529397;Bratislava - Karlova Ves;30;30273;18848;62,26;18836;99,93;18769;99,64
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529419;Bratislava - Lamač;6;6198;4078;65,79;4078;100;4065;99,68
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;529427;Bratislava - Záhorská Bystrica;4;4338;3001;69,17;2999;99,93;2987;99,59
1;Bratislavský kraj;101;Bratislava;105;Bratislava V;529435;Bratislava - Čunovo;2;1212;866;71,45;866;100;863;99,65
1;Bratislavský kraj;101;Bratislava;105;Bratislava V;529443;Bratislava - Jarovce;2;2055;1430;69,58;1430;100;1426;99,72
1;Bratislavský kraj;101;Bratislava;105;Bratislava V;529460;Bratislava - Petržalka;56;94260;53855;57,13;53826;99,94;53648;99,66
1;Bratislavský kraj;101;Bratislava;105;Bratislava V;529494;Bratislava - Rusovce;3;3371;2230;66,15;2221;99,59;2210;99,5
1;Bratislavský kraj;102;Malacky;106;Malacky;507831;Borinka;1;644;412;63,97;412;100;412;100
1;Bratislavský kraj;102;Malacky;106;Malacky;507890;Gajary;2;2468;1018;41,24;1018;100;1013;99,5
1;Bratislavský kraj;102;Malacky;106;Malacky;507954;Jablonové;1;1074;638;59,4;638;100;635;99,52
1;Bratislavský kraj;102;Malacky;106;Malacky;507962;Jakubov;1;1326;660;49,77;659;99,84;656;99,54
1;Bratislavský kraj;102;Malacky;106;Malacky;508012;Kostolište;1;1223;687;56,17;687;100;682;99,27
1;Bratislavský kraj;102;Malacky;106;Malacky;508021;Kuchyňa;1;1444;738;51,1;738;100;731;99,05
1;Bratislavský kraj;102;Malacky;106;Malacky;508039;Láb;1;1502;882;58,72;882;100;878;99,54
1;Bratislavský kraj;102;Malacky;106;Malacky;508055;Lozorno;2;2556;1275;49,88;1275;100;1266;99,29
1;Bratislavský kraj;102;Malacky;106;Malacky;508063;Malacky;12;15201;7764;51,07;7763;99,98;7724;99,49
1;Bratislavský kraj;102;Malacky;106;Malacky;504556;Malé Leváre;1;1110;445;40,09;445;100;438;98,42
1;Bratislavský kraj;102;Malacky;106;Malacky;508080;Marianka;1;1635;1104;67,52;1104;100;1104;100
1;Bratislavský kraj;102;Malacky;106;Malacky;508161;Pernek;1;723;393;54,35;393;100;392;99,74
1;Bratislavský kraj;102;Malacky;106;Malacky;504629;Plavecké Podhradie;1;586;313;53,41;313;100;310;99,04
1;Bratislavský kraj;102;Malacky;106;Malacky;504637;Plavecký Mikuláš;1;622;398;63,98;398;100;394;98,99
1;Bratislavský kraj;102;Malacky;106;Malacky;508195;Plavecký Štvrtok;2;1979;868;43,86;868;100;864;99,53
1;Bratislavský kraj;102;Malacky;106;Malacky;504769;Rohožník;3;2889;1357;46,97;1357;100;1350;99,48
1;Bratislavský kraj;102;Malacky;106;Malacky;504858;Sološnica;1;1340;724;54,02;724;100;720;99,44
1;Bratislavský kraj;102;Malacky;106;Malacky;504874;Studienka;1;1438;686;47,7;686;100;685;99,85
1;Bratislavský kraj;102;Malacky;106;Malacky;508233;Stupava;8;9249;5630;60,87;5626;99,92;5604;99,6
1;Bratislavský kraj;102;Malacky;106;Malacky;508241;Suchohrad;1;581;293;50,43;293;100;292;99,65
1;Bratislavský kraj;102;Malacky;106;Malacky;504947;Veľké Leváre;3;3036;1367;45,02;1367;100;1356;99,19
1;Bratislavský kraj;102;Malacky;106;Malacky;508349;Vysoká pri Morave;2;1840;902;49,02;902;100;899;99,66
1;Bratislavský kraj;102;Malacky;106;Malacky;500267;Záhorie (vojenský obvod);1;140;66;47,14;66;100;65;98,48
1;Bratislavský kraj;102;Malacky;106;Malacky;508365;Záhorská Ves;1;1497;560;37,4;560;100;556;99,28
1;Bratislavský kraj;102;Malacky;106;Malacky;504980;Závod;2;2367;991;41,86;991;100;986;99,49
1;Bratislavský kraj;102;Malacky;106;Malacky;508381;Zohor;2;2700;1417;52,48;1417;100;1413;99,71
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507806;Báhoň;1;1532;868;56,65;868;100;864;99,53
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507849;Budmerice;2;1944;1066;54,83;1066;100;1058;99,24
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507857;Častá;2;1908;1110;58,17;1110;100;1106;99,63
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507873;Doľany;1;903;622;68,88;622;100;619;99,51
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507881;Dubová;1;927;595;64,18;595;100;591;99,32
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507946;Jablonec;1;801;458;57,17;458;100;456;99,56
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508047;Limbach;2;1667;1140;68,38;1140;100;1140;100
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508101;Modra;7;7805;4711;60,35;4709;99,95;4695;99,7
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508179;Pezinok;18;19823;12520;63,15;12518;99,98;12471;99,62
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508187;Píla;1;297;179;60,26;179;100;179;100
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508225;Slovenský Grob;3;3269;2101;64,27;2101;100;2093;99,61
1;Bratislavský kraj;103;Pezinok;107;Pezinok;507989;Svätý Jur;5;4707;2799;59,46;2796;99,89;2779;99,39
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508250;Šenkvice;4;4112;2541;61,79;2540;99,96;2530;99,6
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508268;Štefanová;1;308;179;58,11;179;100;178;99,44
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508306;Viničné;2;2034;1375;67,6;1375;100;1369;99,56
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508314;Vinosady;1;1120;764;68,21;764;100;762;99,73
1;Bratislavský kraj;103;Pezinok;107;Pezinok;508322;Vištuk;1;1147;623;54,31;623;100;618;99,19
1;Bratislavský kraj;104;Senec;108;Senec;507814;Bernolákovo;6;6048;3769;62,31;3769;100;3754;99,6
1;Bratislavský kraj;104;Senec;108;Senec;507822;Blatné;1;1381;824;59,66;824;100;820;99,51
1;Bratislavský kraj;104;Senec;108;Senec;503681;Boldog;1;404;245;60,64;245;100;244;99,59
1;Bratislavský kraj;104;Senec;108;Senec;507865;Čataj;1;967;615;63,59;615;100;614;99,83
1;Bratislavský kraj;104;Senec;108;Senec;545333;Dunajská Lužná;5;5085;3238;63,67;3237;99,96;3227;99,69
1;Bratislavský kraj;104;Senec;108;Senec;507903;Hamuliakovo;1;1858;1063;57,21;1062;99,9;1062;100
1;Bratislavský kraj;104;Senec;108;Senec;503797;Hrubá Borša;1;808;533;65,96;533;100;531;99,62
1;Bratislavský kraj;104;Senec;108;Senec;503801;Hrubý Šúr;1;753;438;58,16;438;100;436;99,54
1;Bratislavský kraj;104;Senec;108;Senec;503819;Hurbanova Ves;1;317;200;63,09;200;100;200;100
1;Bratislavský kraj;104;Senec;108;Senec;507911;Chorvátsky Grob;4;4552;3029;66,54;3029;100;3023;99,8
1;Bratislavský kraj;104;Senec;108;Senec;555487;Igram;1;480;267;55,62;267;100;265;99,25
1;Bratislavský kraj;104;Senec;108;Senec;507938;Ivanka pri Dunaji;4;5308;3416;64,35;3407;99,73;3391;99,53
1;Bratislavský kraj;104;Senec;108;Senec;507997;Kalinkovo;1;1126;697;61,9;697;100;691;99,13
1;Bratislavský kraj;104;Senec;108;Senec;555495;Kaplna;1;703;399;56,75;399;100;393;98,49
1;Bratislavský kraj;104;Senec;108;Senec;503851;Kostolná pri Dunaji;1;546;337;61,72;337;100;334;99,1
1;Bratislavský kraj;104;Senec;108;Senec;503894;Kráľová pri Senci;1;1612;1002;62,15;1002;100;993;99,1
1;Bratislavský kraj;104;Senec;108;Senec;508071;Malinovo;2;2736;1751;63,99;1751;100;1741;99,42
1;Bratislavský kraj;104;Senec;108;Senec;508098;Miloslavov;2;2336;1634;69,94;1633;99,93;1624;99,44
1;Bratislavský kraj;104;Senec;108;Senec;508110;Most pri Bratislave;2;2644;1648;62,32;1648;100;1642;99,63
1;Bratislavský kraj;104;Senec;108;Senec;508136;Nová Dedinka;2;2150;1295;60,23;1295;100;1289;99,53
1;Bratislavský kraj;104;Senec;108;Senec;582549;Nový Svet;1;82;56;68,29;56;100;56;100
1;Bratislavský kraj;104;Senec;108;Senec;503983;Reca;1;1255;658;52,43;658;100;648;98,48
