

1;Bratislavský kraj;101;Bratislava;101;Bratislava I;34;39060;24191;61,93;24183;99,96;23847;98,61
1;Bratislavský kraj;101;Bratislava;102;Bratislava II;109;103335;56075;54,26;56051;99,95;55258;98,58
1;Bratislavský kraj;101;Bratislava;103;Bratislava III;68;59463;34609;58,2;34599;99,97;34093;98,53
1;Bratislavský kraj;101;Bratislava;104;Bratislava IV;87;86877;49092;56,5;49085;99,98;48325;98,45
1;Bratislavský kraj;101;Bratislava;105;Bratislava V;63;100942;54533;54,02;54505;99,94;53737;98,59
1;Bratislavský kraj;102;Malacky;106;Malacky;54;61406;27722;45,14;27718;99,98;27247;98,3
1;Bratislavský kraj;103;Pezinok;107;Pezinok;53;54152;30243;55,84;30232;99,96;29770;98,47
1;Bratislavský kraj;104;Senec;108;Senec;68;69056;37470;54,26;37463;99,98;36841;98,33
2;Trnavský kraj;201;Dunajská Streda;201;Dunajská Streda;123;101890;31137;30,55;31125;99,96;30749;98,79
2;Trnavský kraj;202;Galanta;202;Galanta;84;78671;29285;37,22;29282;99,98;28840;98,49
2;Trnavský kraj;203;Piešťany;204;Piešťany;63;52949;24575;46,41;24570;99,97;24071;97,96
2;Trnavský kraj;204;Senica;205;Senica;51;50550;21842;43,2;21839;99,98;21473;98,32
2;Trnavský kraj;204;Senica;206;Skalica;44;39187;17072;43,56;17072;100;16769;98,22
2;Trnavský kraj;205;Trnava;203;Hlohovec;45;36809;15838;43,02;15836;99,98;15550;98,19
2;Trnavský kraj;205;Trnava;207;Trnava;117;107784;51122;47,43;51119;99,99;50116;98,03
3;Trenčiansky kraj;301;Bánovce nad Bebravou;301;Bánovce nad Bebravou;62;29996;13426;44,75;13423;99,97;13162;98,05
3;Trenčiansky kraj;302;Nové Mesto nad Váhom;303;Myjava;30;22379;10375;46,36;10375;100;10218;98,48
3;Trenčiansky kraj;302;Nové Mesto nad Váhom;304;Nové Mesto nad Váhom;67;51362;24127;46,97;24124;99,98;23553;97,63
3;Trenčiansky kraj;303;Považská Bystrica;306;Považská Bystrica;68;51636;22668;43,89;22664;99,98;22189;97,9
3;Trenčiansky kraj;303;Považská Bystrica;308;Púchov;53;36997;16538;44,7;16533;99,96;16164;97,76
3;Trenčiansky kraj;304;Prievidza;305;Partizánske;52;37590;16009;42,58;16007;99,98;15691;98,02
3;Trenčiansky kraj;304;Prievidza;307;Prievidza;138;111898;50107;44,77;50102;99,99;49102;98
3;Trenčiansky kraj;305;Trenčín;302;Ilava;60;48767;22165;45,45;22160;99,97;21622;97,57
3;Trenčiansky kraj;305;Trenčín;309;Trenčín;115;94329;46861;49,67;46857;99,99;45818;97,78
4;Nitriansky kraj;401;Komárno;401;Komárno;108;84973;20775;24,44;20775;100;20476;98,56
4;Nitriansky kraj;402;Levice;402;Levice;162;92720;34558;37,27;34556;99,99;33956;98,26
4;Nitriansky kraj;403;Nitra;403;Nitra;161;135710;59884;44,12;59881;99,99;58839;98,25
4;Nitriansky kraj;403;Nitra;407;Zlaté Moravce;46;34522;15289;44,28;15289;100;15013;98,19
